name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country
Namalia Studio,yoga,6.9840291,50.8229947,,,,Bonner Straße,Wesseling,46a,50389.0,DE
VeniceBeach Heidelberg Lifestyle Fitness,,8.6760182,49.3995516,24/7,,https://www.venicebeach-fitness.de/studios/lifestyle-fitness/heidelberg.html,Speyerer Straße,Heidelberg,6,69115.0,DE
McFit,,13.8017834,51.0295974,24/7,,,Enderstraße,Dresden,,1277.0,DE
,fitness,6.7940753,51.0815142,,,,,,,,DE
Station 20: Balancieren,fitness,6.7942266,51.0826213,,,,,,,,DE
Clever fit,fitness,12.1379309,48.5502588,,,,,,,,DE
Fitness PhysioFit,,8.3865213,50.5265308,,,,Alte Leuner Straße,Braunfels,3,35619.0,DE
Körperformen,,11.2103945,49.3778117,,,http://www.körperformen.com/standorte/ems-training-nuernberg-feucht/,Hauptstraße,,2,,DE
Fitbox,fitness,9.1583338,48.7752344,Mo-Fr 09:00-20:00,,https://fitbox.de/de/studios/fitbox-stuttgart-west,Bebelstraße,Stuttgart,10,70176.0,DE
McFit,fitness,9.9005613,53.5575355,24/7,,https://www.mcfit.com/de/studios/studiosuche/studiodetails/studio/hamburg-othmarschen/,Baurstraße,Hamburg,2,22605.0,DE
Fitness First,gymnastics,7.1019524,50.7351649,"Mo-Th 06:30-23:00; Fr 06:30-22:00; Sa,Su 09:00-20:00; PH 09:00-20:00",,,Markt,Bonn,13-21,53111.0,DE
HelloFit,fitness,11.1400047,48.4451625,,,https://www.hellofit.de/studios/aichach,Rudolf-Diesel-Straße,Aichach,7a,86551.0,DE
Körperformen,,9.1793548,48.8630768,"""Termine nach Vereinbarung""",,,Bahnhofstraße,Kornwestheim,80,70806.0,DE
Sebnitzer Sport- und Freizeitzentrum,,14.2627403,50.9844811,,,,,,,,DE
Move Fitnesstudio,,10.095241,48.8471743,Mo-Fr 08:00-22:00; Sa 10:30-15:00; Su 09:30-13:00,+49 7361 62850,,,,,,DE
Horizon Health Club,,9.9340612,51.5364441,,+49 551 5313225,,Weender Straße,Göttingen,75,37073.0,DE
McFit,,7.208553,51.1783075,24/7,,,Neuenkamper Straße,Remscheid,21,42855.0,DE
The Sanctuary,yoga,11.5777487,48.1628612,,,,Pündterplatz,München,2,80803.0,DE
Fit Up,fitness,6.7700924,50.800113,,,,Bonner Straße,Erftstadt,29,50374.0,DE
Yoga Vidya,yoga,8.8108275,53.0805608,,+49 421 95899696,,,,,,DE
Amiras Studio Oriental,fitness,9.4685876,50.0657508,,,https://www.amira-oriental.de,,,,,DE
Max Life,,11.467439,49.0311336,Mo-Th 09:00-22:00; Fr 09:00-21:00; Sa 14:00-18:00; Su 09:00-13:00,+49 8461 705 292,https://www.max-life.eu/,,,,,DE
Sauna und Fitnessinsel,fitness,10.5677292,47.5843123,Mo-Sa 07:00-22:00; Su 10:00-22:00,+49 8363 929920,https://pfronten.sauna-fitnessinsel.de/,Meilinger Straße,Pfronten,42,87459.0,DE
EasyFitness,,8.0421977,52.8474983,Mo-Fr 09:00-22:00; Sa-Su 09:00-16:00,,,Mühlenstraße,Cloppenburg,35,49661.0,DE
Body & ART,,11.1121587,49.4445901,,,https://www.body-and-art.de/,Zerzabelshofstraße,Nürnberg,43,90480.0,DE
FUN-tastisch-FIT,fitness,6.5934063,51.0882888,"Mo 08:30-13:30,15:00-19:00; Tu,Th 09:30-12:00,16:00-19:00; We 09:15-13:30,15:00-19:00; Fr 08:30-12:00,15:00-17:30; Sa 08:30-11:30",+4921814951219,,Ostwall,Grevenbroich,31,41515.0,DE
Körperwerk,,7.8509165,47.9960703,"Mo-Th 07:30-21:00; Fr 07:30-19:00; Sa,Su 09:00-13:00",,https://www.koerperwerk.com/standorte/freiburg/,,,,,DE
Clever fit,,9.4758527,53.6085378,"Mo-Fr 06:00-24:00; Sa,Su 08:00-22:00",,,Hansestraße,,30,,DE
Lady Fitness,,9.4767893,53.6087416,,,,,,,,DE
"California Freizeit-, Fitness- und Gesundheitsstudio",fitness,8.3377862,52.2064254,,,,,,,,DE
Alte Mühle Fitness-Club,,13.4953788,53.1217398,"Mo,Tu,We,Fr 09:00-13:00,15:00-21:00; Th 15:00-21:00; Sa 10:00-13:00",,https://www.alte-muehle-fitnessclub.de,Am Mühlentor,Templin,1,17268.0,DE
fisico Fitness- und Wellness Lounge,yoga,6.8352836,50.9611369,"Mo,Tu,Th,Fr 09:00-13:00,16:00-20:00; We 16:00-20:00; Sa 09:00-13:00",,https://www.fisico-koeln.de/,Unter Linden,Köln,248,50859.0,DE
dbox CrossFit,crossfit,7.0712953,50.7379327,,,,Siemensstraße,Bonn,24,53121.0,DE
Fitness First,gymnastics,9.9873849,53.548204,"Mo-Th 07:00-23:00; Fr 07:00-22:00; Sa,Su 10:00-20:00",,,Rödingsmarkt,Hamburg,9,20459.0,DE
Friesenfit Pewsum,,7.1078022,53.4268923,,,https://www.friesenfit-pewsum.de,Handelsstraße,Krummhörn,6,26736.0,DE
fitnessfabrik Wandsbek GmbH,fitness;gymnastics,10.0591513,53.5850746,Mo-Fr 07:00-23:00; Sa-Su 09:00-21:00; PH 10:00-18:00,,https://www.fitnessallianz.de/fitness-hamburg,Alter Teichweg,Hamburg,71,22049.0,DE
Yes! Sports,,8.7388088,51.7138299,,,https://www.yes-sports.de/,Rathenaustraße,Paderborn,87,33102.0,DE
Schmuggel-Ladies,,9.9999811,53.6807621,,,,,,,,DE
VIMODROM Dresden,fitness,13.7383914,51.0521729,Mo-Fr 09:00-19:00,,http://www.vimodrom-dresden.de/home/,Schössergasse,Dresden,27,1067.0,DE
Ixmal,,9.1650007,49.9684461,,,,,,,,DE
moveclub-Fitness,fitness,7.4961871,51.5128936,Mo-Fr 09:00-13:00; Mo 16:00-20:00; Tu 15:00-19:00; We 16:00-20:00; Th 16:00-19:00; Fr 15:00-19:00; Sa 10:00-13:00,,https://www.moveclub-fitness.de/,Davidisstraße,Dortmund,39,44143.0,DE
Kieser Training,,13.5486137,52.5438059,"Mo-Fr 07:00-21:00; Sa,Su,PH 09:00-16:00",,,,,,,DE
Generations,,12.1058084,47.7360368,"Mo-Fr 06:30-23:00, Sa,Su 09:00-21:00; PH 09:00-21:00",,https://www.generations-fitness.de/,Rosenheimer Straße,Brannenburg,19,83098.0,DE
McFit,,7.7661759,49.4436108,"Mo-Fr 08:00-24:00; Sa, Su, PH 10:00-22:00",,,,,,,DE
FitX Düsseldorf-Flingern,,6.8148972,51.219059,24/7,,https://www.fitx.de/studio/duesseldorf-flingern,Erkrather Straße,Düsseldorf,230,40233.0,DE
Fitnessworld Number 1,fitness,11.7690538,48.3956473,Mo-Fr 07:00-23:00; Sa 09:00-21:00; Su 08:30-21:00; PH 08:30-21:00,+49 8161 872100,,,,,,DE
Mrs. Sporty,,8.1113946,49.7491653,,,,Berliner Straße,Alzey,,55232.0,DE
Körperformen,,12.1429693,54.0905711,Sa 09:00-14:00; Mo-Fr 09:00-20:00,+49 381 210 893 30,,Krämerstraße,Rostock,1,18055.0,DE
terra sports EMS-Training,,7.8895546,51.7625737,,,https://www.terra-sports.de/ems-training-ahlen,Markt,Ahlen,9,59227.0,DE
Mrs. Sporty,,6.5740684,49.6989145,,,,Rudolph-Schmitt-Passage,Konz,3,54329.0,DE
Clever fit Schneverdingen,,9.803696,53.1234111,Mo-Fr 06:00-23:00; Sa-Su 08:00-22:00,+49 5193 5180180,,Harburger Straße,Schneverdingen,52,29640.0,DE
Genesis Vital & Gesundheitsclub,,8.4805136,51.8806671,"Mo,We,Fr 08:00-22:00;Tu,Th 08:00-12:00,16:00-22:00;Sa 10:00-17:00;PH,Su 10:00-16:00",,https://genesis-fitness.de/,Lerchenweg,Verl,113,33415.0,DE
Happy Yoga,gymnastics,7.6414095,51.1066214,,,,,,,,DE
PT1 Let's Lift,,6.9923086,50.895396,,,http://www.lets-lift.com/,Hauptstraße,Köln,25a,50996.0,DE
terra sports,,7.8143343,51.680127,Mo-Fr 10:00-19:00; Sa 10:00-16:00,,https://www.terra-sports.de/,,,,,DE
Fitness VS,yoga;gymnastics;fitness,8.5313973,48.0616299,"Mo-Fr 08:00-24:00, Sa,Su 07:00-24:00",,https://www.fitness-studio-vs.de/,Harzerstraße,Villingen-Schwenningen,29,78054.0,DE
active well,,13.1015406,52.5532576,"Mo-Fr 07:30-23:00; Sa,Su 09:00-20:00",+49 3322 129025,,,,,,DE
,fitness,9.0896723,51.9425391,,,,,,,,DE
,fitness,9.0890461,51.9428194,,,,,,,,DE
Fitness Loft,,10.8114498,54.1026936,Mo-Fr 08:00-22:00; Sa-Su 10:00-16:00,,https://www.fitnessloftneustadt.de/,Werftstraße,Neustadt in Holstein,9,23730.0,DE
Logo Fit,,10.7825113,54.093744,Mo-Fr 08:00-21:30; Sa-Su 09:00-16:00,,,Wagrienring,Sierksdorf,35,23730.0,DE
Körperformen,fitness,9.4906154,51.3145394,,,https://www.xn--krperformen-rfb.com/standorte/ems-training-kassel-staendeplatz/,,,,,DE
Elements,,8.6803535,50.117034,"Mo-Fr 06:00-23:00, Sa,Su,PH 09:00-22:00",,https://www.elements.com/studios/eschenheimer-turm,,,,,DE
Sport Tempel,,10.1048241,54.2977091,,,https://sporttempel-kiel.de/,Hamburger Chaussee,Kiel,202,24113.0,DE
Fitness & Co.,,7.8197189,51.6792576,Mo-Fr 10:00-20:00; Sa 10:00-14:00; Su off,,https://www.fitness-co.com/,,,,,DE
California Fitness,,9.9245819,51.562793,"Mo-Fr 09:00-22:00; Sa,Su,PH 11:00-18:00; Dec 24, Dec 31 10:00-14:00; Dec 25, Jan 1 off",+49 551 377599,,Reinhard-Rube-Straße,Göttingen,10a,37077.0,DE
Clever fit,fitness,11.6350643,48.1774822,Mo-Fr 06:00-24:00; Sa-Su 08:00-22:00,,https://www.clever-fit.com/de/fitnessstudio/unterfoehring/,Feringastraße,Unterföhring,14,85774.0,DE
Fitnessloft,,9.9338431,51.5365237,"Apr-Oct Mo-Fr 07:00-22:00; Apr-Oct Sa,Su,PH 09:00-20:00; Nov-Mar Mo-Fr 09:00-22:00; Nov-Mar Sa,Su,PH 10:00-20:00",+49 551 5313225,,Weender Straße,Göttingen,75,37073.0,DE
,fitness,11.7735076,50.1782148,,,,,,,,DE
Fitnesshall GmbH,fitness,7.5408702,51.5952504,,,,,,,,DE
Bodystreet,,6.3920777,51.2543735,Mo-Fr 10:00-20:00; Sa 10:00-14:00,,https://www.bodystreet.com/standorte/deutschland/duesseldorf/bodystreet-viersen-suedstadt/,,,,,DE
,fitness,9.8549749,53.5887706,,,,,,,,DE
Körperformen,,11.0592081,49.7224036,"Mo-Fr 10:00-19:00, Sa 12:00-16:00",,http://www.körperformen.com/standorte/ems-training-forchheim/,Bamberger Straße,Forchheim,17,91301.0,DE
Musado Dojang & Fightclub Gräfelfing,,11.4302993,48.1182827,,,,,,,,DE
McFit,,12.0619904,54.1335371,24/7,,https://www.mcfit.com/de/studios/studiosuche/studiodetails/studio/rostock/,Trelleborger Straße,Rostock,6,18107.0,DE
fitnesslounge,,9.2559903,48.7609723,Mo-Fr 09:00-23:00; Sa-Su 10:00-18:00,,http://www.fitnesslounge.net/de/?studio_id=2,Otto-Hirsch-Brücken,Stuttgart,17,70329.0,DE
FitX,,8.3590525,49.6269233,24/7,,https://www.fitx.de/studio/worms-innenstadt-sued,Schönauer Straße,Worms,2,67547.0,DE
Yoga Vidya Heidelberg,,8.677851,49.406543,,,,Alte Eppelheimer Straße,Heidelberg,40/1,69115.0,DE
SimsLab yoga + fitness,,12.1659695,47.8469594,,+49 151 12582574,,,,,,DE
Körperformen,,11.0904108,49.2443448,Mo-Fr 09:00-20:00; Sa 10:00-18:00,,,Münchener Straße,Roth,4,91154.0,DE
Fit & Fun,,8.373962,49.4980771,,,https://www.fitundfun-hick.de/,Rheinhorststraße,Ludwigshafen am Rhein,1,67071.0,DE
Körperformen,fitness,7.2818644,50.7740992,,,https://www.körperformen.com/studios/ems-training-hennef/,Bahnhofstraße,Hennef (Sieg),39,53773.0,DE
Balanx Fitness,,12.7277308,54.3657705,24/7,+49 38231 409227,,Reifergang,Barth,7A,18356.0,DE
Fit & Fun,fitness,11.0481879,49.7221227,,,,An der Regnitzbrücke,Forchheim,4,91301.0,DE
,fitness,8.6868202,50.5911761,,,,,,,,DE
Aufschwingen,fitness,11.5077186,48.1046255,24/7,,,,,,,DE
Liegestützen,fitness,11.5079908,48.1046943,,,,,,,,DE
,fitness,11.5079935,48.1047267,,,,,,,,DE
Schaukeln & Klettern,fitness,11.5077253,48.104586,24/7,,,,,,,DE
Dehnen,fitness,11.5079627,48.1048706,,,,,,,,DE
wellyou fitness,,9.0891538,54.188882,,,https://wellyou.eu/,Meldorfer Straße,Heide,58,25746.0,DE
Top Fit Arena,fitness;gymnastics,6.8315139,51.8405864,Mo-Fr 06:00-24:00; Sa 10:00-18:00; Su 10:00-18:00,,https://www.top-fit-arena.de/,Nordring,Borken,232,46325.0,DE
Clever fit,,9.2536807,48.4825772,Mo-Su 06:00-24:00,,https://www.clever-fit.com/de/fitnessstudio-in-der-naehe/eningen/,In der Raite,Eningen unter Achalm,20,72800.0,DE
Armzug,fitness,11.5837081,48.1074653,,,,,,,,DE
Balancierstrecke,fitness,11.5833401,48.1071105,,,,,,,,DE
Beinheber/Situps,fitness,11.5835991,48.1074828,,,,,,,,DE
Dehnen,fitness,11.5835116,48.1071862,,,,,,,,DE
Liegestützen,fitness,11.5837019,48.1075069,,,,,,,,DE
Rückenstrecken Universal,fitness,11.5835945,48.107521,,,,,,,,DE
Schwebende Plattform,fitness,11.583457,48.1072386,,,,,,,,DE
Stützspringen,fitness,11.5835671,48.1072288,,,,,,,,DE
Trampolin,fitness,11.5837622,48.1073131,,,,,,,,DE
Mrs. Sporty,,9.987345,53.6853769,"Mo 09:00-15:00,16:00-20:00; Tu 09:00-14:00,16:00-19:00; We 09:00-13:00,16:00-20:00; Th 09:00-14:00,16:00-19:00; Fr 09:00-13:00,15:00-18:00; Sa 08:00-12:00",,,,,,,DE
Lady Fitness,fitness,11.730239,51.8032982,Mo 08:30-20:30; Tu 08:45-20:30; We 09:00-20:30; Th 09:45-20:30; Fr 10:00-18:30,,http://www.lady-fitness-bbg.de/,Breite Straße,Bernburg,71,6406.0,DE
,fitness,6.7957395,51.0809482,,,,,,,,DE
Strömungskanal,fitness,11.5104413,48.53833,,,,,,,,DE
Wellenbecken,fitness,11.5103423,48.5383368,,,,,,,,DE
Nackenduschen,fitness,11.5102625,48.5382667,,,,,,,,DE
Clever fit,multi,9.079699,49.9270264,"Mo-Fr 06:00-24:00, Sa,Su,PH 08:00-22:00",,,,Großostheim,,63762.0,DE
Yoganesha Studio,yoga,7.8340373,51.7048887,,,https://www.yoganeshastudio.de/,,,,,DE
Spirit Joga,yoga,13.3236082,52.5088747,,+49 30 27908505,,Goethestraße,Berlin,2-3,10623.0,DE
Ofit,,9.2514776,48.7069819,,,,,,,,DE
meck.Power,,11.5033082,53.3199795,,,,Garnisonsstraße,Ludwigslust,3,19288.0,DE
impuls - 'FitBleiben',,9.9754205,49.7554537,"Mo 07:00-22:00,Tu 08:30-22:00,We 08:30-22:00, Th 07:00-22:00,Fr 08:30-22:00,Sa-Su,PH 09:00-19:00 open ""Fitnesstudio"" || Mo-Fr 09:30-21:45 || Sa-Su,PH 10:00-18:45 open ""Sauna""",+49 931 3593438 0,,Winterhäuser Straße,Würzburg,95,97084.0,DE
Impuls Reha und Gesundheitszentrum GmbH,,9.9747638,49.75611,Mo-Th 08:00-20:00; Fr 08:00-18:00; Sa-Su 09:00-14:00,+49 931 35934380,https://www.impuls-wuerzburg.de,,,,,DE
,fitness,13.6403776,51.0149913,,,,,,,,DE
FitX Hamburg-Steilshoop,,10.052494,53.6079919,24/7,,https://www.fitx.de/studio/hamburg-steilshoop,Schwarzer Weg,Hamburg,28,22309.0,DE
Bodystreet,,9.2121509,48.4960413,Mo-Fr 10:00-19:00; Sa 10:00-14:00,,https://www.bodystreet.com/de/standorte/deutschland/bodystreet-reutlingen-zentrum,Karlstraße,Reutlingen,22,72764.0,DE
Body Street,,12.1470179,48.544438,"Mo,We-Fr 08:00-20:00; Th 13:00-20:00; Sa 10:00-15:00",,https://www.bodystreet.com/standorte/deutschland/bodystreet-landshut-kennedyplatz/,Seligenthaler Straße,Landshut,24,84034.0,DE
wellyou fitness,fitness,7.1798847,53.364493,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00; PH 09:00-21:00",+49 4921 9295961,,Zweiter Polderweg,Emden,4,26723.0,DE
Pilatica Studios,pilates,8.5612391,52.0079596,,,https://www.pilatica.com,Otto-Brenner-Straße,Bielefeld,201,33604.0,DE
Clever fit,,8.6746211,49.9893833,"Mo-Fr 07:00-22:00; Sa,Su 09:00-21:00",,https://www.clever-fit.com/de-de/fitnessstudio-in-der-naehe/clever-fit-langen/,Bahnstraße,Langen (Hessen),2,63225.0,DE
Yoga Wesseling,yoga,6.9837413,50.8228345,,,https://www.yoga-wesseling.de/Home.html,,,,,DE
Körperformen,fitness,9.767575,52.4003173,Mo-Fr 08:30-20:30; Sa 09:30-14:00,,http://www.körperformen.com,Günther-Wagner-Allee,Hannover,43,30177.0,DE
Qi Gong Tai Chi Schule Karlsruhe Bruchsal,qi_gong;tai_chi,8.4085144,49.0095137,,,http://www.tcqg.de,Kaiserstraße,Karlsruhe,34a,76133.0,DE
Sportomed Fitness & Prävention,,8.498599,49.4887779,,,http://www.sportomed.de/index.php,,,,,DE
GORILLA GYM Hamburg,multi,9.9669329,53.556741,,+49 40 43190440,,,,,,DE
Sportpark Cityclub,fitness,7.8676392,48.3370555,,+497821 327 52 94,,,,,,DE
Fitness Studio M,fitness,8.7696207,50.27834,"Mo-Fr 15:00-21:30; Sa 14:00-19:00; Su 10:00-13:00; Tu,Th 09:00-12:00",,http://www.fitness-studio-m.de/,,,,,DE
Elbfitness,fitness,10.4031093,53.2759939,Mo-Fr 07:00-23:00; Sa-Su 09:00-19:00,,https://elbfitness.de/elbfitness-lueneburg/,,,,,DE
WORKERS HALL Fitness,,6.9726781,51.6558891,,,,Gelsenkirchener Straße,Dorsten,37,46282.0,DE
EasyFitness,,8.7764079,50.8161719,"Mo-Fr 08:00-23:00; Sa,Su 09:00-21:00",,https://easyfitness.club/,,,,,DE
Aktiv Center,,8.6232789,52.4274373,,,,,,,,DE
Körperformen,,9.1677227,48.8324399,,,,,,,,DE
Yoga Entspannung & Gelassenheit,yoga,6.4569552,51.6592983,,,,,,,,DE
SuperFit Potsdam-Babelsberg,fitness,13.1084135,52.3858785,24/7,+49 331 740 0456,,Großbeerenstraße,Potsdam,127-135,14482.0,DE
Superfit,fitness,13.5789766,52.4578111,24/7,,http://www.mysuperfit.com,Bahnhofstraße,Berlin,23-25,12555.0,DE
Superfit,fitness,13.4737156,52.5142755,24/7,,http://www.mysuperfit.com,Frankfurter Allee,Berlin,111,10247.0,DE
Superfit,fitness,13.2859281,52.5849505,24/7,,http://www.mysuperfit.com,,,,,DE
KUCK FITNESS,,6.3359575,50.6243216,,,https://kuck-fitness.de/,,,,,DE
Clever Fit,,9.8523813,53.4729729,,,,,,,,DE
Wing Tai Akademie,,10.1254639,54.3217275,,,,,,,,DE
Ayris,,9.1591955,48.7707158,,,,Rotebühlstraße,Stuttgart,121,70178.0,DE
,,12.0867819,50.8800801,,,,,,,,DE
easy sports Frauenfitness Reutlingen,,9.2172419,48.5039271,"Mo-Fr 08:30-13:00,15:00-21:30, Sa-Su 10:00-16:00, PH off",+49 7121 126 2502,,Am Heilbrunnen,Reutlingen,50,72766.0,DE
Fitstar,fitness,11.4591055,48.1498268,24/7,,,Kaflerstraße,München,12,81241.0,DE
VeniceBeach,fitness,8.3937887,49.0090927,Mo-Fr 07:00-23:00; Sa-Su 08:00-22:00; PH 10:00-18:00,+49 721 66994042,,Kaiserstraße,Karlsruhe,217,76133.0,DE
High5,fitness,9.9801711,49.815534,"Mo-Fr 08:00-24:00; Sa,Su,PH 10:00-22:00",+49 30 210035900,,Am Handelshof,Würzburg,2,97076.0,DE
Clever fit,,13.2941863,53.5540953,,,,,,,,DE
Lila Fitness 24h,fitness;running,12.7736945,50.5470606,24/7,,https://lila-fitness.de/,Straße der Einheit,Schwarzenberg/Erzgeb.,55,8340.0,DE
Fitness First,fitness,10.1098409,48.6794897,Mo-Fr 06:00-24:00; Sa-Su 09:00-21:00; PH 09:00-21:00,,https://www.fitnessfirst.de/clubs/heidenheim-steinheimer,Steinheimer Straße,Heidenheim an der Brenz,53,89518.0,DE
bodyfit 24,,11.3704698,53.6548159,24/7,,,Grevesmühlener Straße,Schwerin,30,19057.0,DE
FitX,,11.129609,49.4325968,24/7,,https://www.fitx.de/fitnessstudios/nuernberg-zabo,Regensburger Straße,Nürnberg,330,90480.0,DE
Clever fit,,11.130146,49.4325193,"Mo-Fr 06:00-24:00; Sa, Su, PH 09:00-21:00",,https://www.clever-fit.com/,Regensburger Straße,Nürnberg,336,90480.0,DE
Element Ost Studio für Yoga und Bewegungslehre,yoga,12.4026592,51.3486135,,,https://www.element-ost.yoga/,Schulze-Delitzsch-Straße,Leipzig,19,4315.0,DE
Kieser Training,fitness,9.2226997,48.5059365,,,https://www.kieser-training.de/studios/reutlingen/,,,,,DE
Family Fitness,fitness,9.1468993,49.9193804,,,,,,,,DE
Fun and Move,,11.0423738,50.9757472,Mo-Th 07:00-21:00; Fr 08:00-20:00; Sa 09:00-14:00; Su 09:00-13:00,,https://fun-and-move.de,Thälmannstraße,Erfurt,1,99085.0,DE
FITSEVENELEVEN,,8.6496189,50.1914146,,,https://fitseveneleven.de/clubs/fitnessstudio-kalbach/,,,,,DE
Prime Fitness Club Lorsch,fitness,8.5666422,49.6587996,"Mo-Fr 09:00-21:00, Sa-Su 09:00-16:00",,https://prime-fitness.club,Lindenstraße,Lorsch,12,64653.0,DE
Complex Sports Club,,9.1083102,49.0436442,"Mo-Fr 09:30-13:00, 15:00-22:00; Sa 13:00-18:00; Su 10:00-15:00",,http://www.deluxe-fitness.de,Daimlerstraße,Bönnigheim,8/1,74357.0,DE
Bodyfit,,12.3328424,51.1010448,"Mo-Fr 09:00-12:00,14:00-22:00; Sa,Su 10:00-14:00",+49 34492 41623,,Bachgasse,Lucka,10,4613.0,DE
Station 1,fitness,10.2414031,48.1328475,,,,,,,,DE
Station 2,fitness,10.2405877,48.1321386,,,,,,,,DE
Station 3,fitness,10.2404097,48.1313377,,,,,,,,DE
Station 4,fitness,10.2400141,48.1306181,,,,,,,,DE
Station 5,fitness,10.238905,48.1302618,,,,,,,,DE
Station 6,fitness,10.2397298,48.1298385,,,,,,,,DE
Sportstudio Jansen,,6.1577873,50.7843369,"Mo-Fr 16:00-21:00, Mo,We,Fr,Su 10:00-13:00",,http://www.vfg-aachen.de/,,,,,DE
fitklusiv,,7.0073924,49.2502041,"Mo-Fr 07:00-23:00; Sa,Su 08:00-20:00; PH 08:00-16:00",,,,,,,DE
Mrs. Sporty,,8.6669375,49.3478762,,,,,,,,DE
Fit/One,fitness,10.9911715,49.4720782,"Mo-Fr 06:00-24:00; Sa-Su 07:00-21:00; 2023 Dec 24,Dec 31 06:00-18:00; 2023 Dec 25-26,  2024 Jan 01 08:00-22:00",+49 911 97697423,https://www.fit-one.de/,Fürther Freiheit,Fürth,8-10,90762.0,DE
Clever fit,fitness,10.9892446,49.4705972,Mo-Fr 06:00-24:00; PH Sa-Su 09:00-22:00,+49 911 94057266,https://www.clever-fit.com/fitness-studios/clever-fit-fuerth/,Bahnhofplatz,Fürth,10,90762.0,DE
Joy Fitness,,9.8824053,53.3241363,,,,Lüneburger Straße,Buchholz in der Nordheide,6,21244.0,DE
Salvea Sports,,6.5649891,51.3364032,,,https://salvea.de/krefeld-ostwall/,,,,,DE
Fitclub 360,,8.6330089,50.5828379,,,,,,,,DE
Calisthenics-Park,fitness,6.9421168,51.3343583,,,https://calisthenics-parks.com/spots/653-de-ratingen-heiligenhaus-calisthenics-park,,,,,DE
EmsLounge,,6.5816661,51.337589,Mo-Fr 10:00-20:00; Sa 10:00-15:00,,https://www.ems-lounge.de/,Roonstraße,Krefeld,1,47799.0,DE
Biggi Fitness,,6.5714686,51.3351555,,,https://www.biggi-kloempkes.de/,Uerdinger Straße,Krefeld,2-8,47799.0,DE
Active Woman Nürnberg,,11.0690682,49.4660751,Mo-Fr 09:00-20:00; Sa 09:00-13:00,,https://activewoman.club/,Bucher Straße,Nürnberg,103,90419.0,DE
,fitness,10.826899,49.9386432,,,,,,,,DE
,fitness,10.8291772,49.945933,,,,,,,,DE
,fitness,10.8278205,49.9462731,,,,,,,,DE
Fit-up Sportcenter,,7.2345917,50.3189612,,,,,,,,DE
Clever fit,gymnastics,12.0773116,47.848298,,,https://www.clever-fit.com/fitness-studios/clever-fit-kolbermoor/,,,,,DE
FitX,,7.4622436,51.3592098,24/7,,https://www.fitx.de/studio/hagen-mitte,Elberfelder Straße,Hagen,93,58095.0,DE
Fitness & Co.,,7.4617013,51.3609462,"Mo-Fr 10:00-20:00, Sa 10:00-14:00",,http://fitness-co.com/standorte/,Graf-von-Galen-Ring,Hagen,24,58095.0,DE
VITA,,7.4585862,53.2362109,Mo 07:30-22:00; Tu 09:00-22:00; We 07:30-22:00; Th 09:00-22:00; Fr 09:00-22:00; Sa 10:00-20:00; Su 10:00-20:00; PH 10:00-20:00,,http://www.gesund-mit-vita.de/,Augustenstraße,Leer (Ostfriesland),"35,37",26789.0,DE
Kneipp Wassertreten,fitness,10.273927,47.4566591,,,,,,,,DE
(11) Stützeln,fitness,11.0325382,49.6092426,,,,,,,,DE
(12) Flanken,fitness,11.0319644,49.6087141,,,,,,,,DE
(13) Hürdenspringen,fitness,11.0318749,49.607864,,,,,,,,DE
(14) Liegestütze,fitness,11.0322949,49.6069996,,,,,,,,DE
(2) Balancieren Unterkriechen,fitness,11.0363349,49.606591,,,,,,,,DE
(3) Hangelleiter,fitness,11.0373489,49.6074967,,,,,,,,DE
(4) Klimmzüge,fitness,11.038569,49.6083353,,,,,,,,DE
(6) Armgleichkreisen Rumpfbeugen und -strecken,fitness,11.0376308,49.6105317,,,,,,,,DE
(8) Bockspringen,fitness,11.0355379,49.6109093,,,,,,,,DE
(9) Rumpfdrehbeugen,fitness,11.0348378,49.6110859,,,,,,,,DE
Fit-Det,,6.5888941,49.7058382,Mo-Fr 7:30-22:00; Sa 10:00-18:00; Su 10:00-16:00,,https://www.fit-det.de/,,,,,DE
(1) Lockerungsübungen,fitness,11.0360693,49.6061042,,,,,,,,DE
Sportstudio Muskelkater,,10.0075462,52.0471011,,,,,,,,DE
go!ORANGE - Studio für EMS,,7.0620752,51.1512117,Mo-Fr 09:00-18:00,,,Bergerstraße,Solingen,17,42657.0,DE
4FCIRCLE Bewegungsparcours,fitness,11.5071852,48.1368891,,,,,,,,DE
Bodystreet,,11.0727598,49.4603782,"Mo-Fr 09:00-19:00, Sa 09:00-18:00",,https://www.bodystreet.com/de/standorte/deutschland/nuernberg/bodystreet-nuernberg-zentrum/,Bucher Straße,Nürnberg,20a,90408.0,DE
FITSEVENELEVEN,fitness,8.6820073,50.1140474,,,,,,,,DE
Mrs. Sporty,,6.8130444,50.9103352,"Mo 09:00-13:00,16:00-20:00; Tu,Th 08:00-13:00,16:00-19:00; We 09:00-14:00,16:00-20:00; Fr 09:00-14:00,16:00-19:00; Sa 10:00-13:00",+49 2234 9459585,,Rothkampstraße,Frechen,3,50226.0,DE
Fit T9,,13.6026618,52.5364805,Mo-Fr 08:00-24:00; Sa-Su 09:00-21:00,,http://fit-t9.de/studio-berlin-hellersdorf/,Janusz-Korczak-Straße,,4-8,12627.0,DE
