name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country,processed
Fitnessloft,,9.9338431,51.5365237,"Apr-Oct Mo-Fr 07:00-22:00; Apr-Oct Sa,Su,PH 09:00-20:00; Nov-Mar Mo-Fr 09:00-22:00; Nov-Mar Sa,Su,PH 10:00-20:00",+49 551 5313225,,Weender Straße,Göttingen,75,37073.0,DE,True
,fitness,11.7735076,50.1782148,,,,Hintere Höhe,Münchberg,,95213.0,DE,True
Fitnesshall GmbH,fitness,7.5408702,51.5952504,,,,Scharnhorststraße,Lünen,,44532.0,DE,True
Bodystreet,,6.3920777,51.2543735,Mo-Fr 10:00-20:00; Sa 10:00-14:00,,https://www.bodystreet.com/standorte/deutschland/duesseldorf/bodystreet-viersen-suedstadt/,Hauptstraße,Viersen,,41747.0,DE,True
,fitness,9.8549749,53.5887706,,,,Bornheide,Hamburg,76,22549.0,DE,True
Körperformen,,11.0592081,49.7224036,"Mo-Fr 10:00-19:00, Sa 12:00-16:00",,http://www.körperformen.com/standorte/ems-training-forchheim/,Bamberger Straße,Forchheim,17,91301.0,DE,True
Musado Dojang & Fightclub Gräfelfing,,11.4302993,48.1182827,,,,Bahnhofstraße,Gräfelfing,92,82166.0,DE,True
McFit,,12.0619904,54.1335371,24/7,,https://www.mcfit.com/de/studios/studiosuche/studiodetails/studio/rostock/,Trelleborger Straße,Rostock,6,18107.0,DE,True
fitnesslounge,,9.2559903,48.7609723,Mo-Fr 09:00-23:00; Sa-Su 10:00-18:00,,http://www.fitnesslounge.net/de/?studio_id=2,Otto-Hirsch-Brücken,Stuttgart,17,70329.0,DE,True
FitX,,8.3590525,49.6269233,24/7,,https://www.fitx.de/studio/worms-innenstadt-sued,Schönauer Straße,Worms,2,67547.0,DE,True
Yoga Vidya Heidelberg,,8.677851,49.406543,,,,Alte Eppelheimer Straße,Heidelberg,40/1,69115.0,DE,True
SimsLab yoga + fitness,,12.1659695,47.8469594,,+49 151 12582574,,Finsterwalderstraße,Stephanskirchen,,83071.0,DE,True
Körperformen,,11.0904108,49.2443448,Mo-Fr 09:00-20:00; Sa 10:00-18:00,,,Münchener Straße,Roth,4,91154.0,DE,True
Fit & Fun,,8.373962,49.4980771,,,https://www.fitundfun-hick.de/,Rheinhorststraße,Ludwigshafen am Rhein,1,67071.0,DE,True
Körperformen,fitness,7.2818644,50.7740992,,,https://www.körperformen.com/studios/ems-training-hennef/,Bahnhofstraße,Hennef (Sieg),39,53773.0,DE,True
Balanx Fitness,,12.7277308,54.3657705,24/7,+49 38231 409227,,Reifergang,Barth,7A,18356.0,DE,True
Fit & Fun,fitness,11.0481879,49.7221227,,,,An der Regnitzbrücke,Forchheim,4,91301.0,DE,True
,fitness,8.6868202,50.5911761,,,,Wissenschaftsachse,Gießen,,35390.0,DE,True
Aufschwingen,fitness,11.5077186,48.1046255,24/7,,,A 95,München,,81377.0,DE,True
Liegestützen,fitness,11.5079908,48.1046943,,,,A 95,München,,81377.0,DE,True
,fitness,11.5079935,48.1047267,,,,A 95,München,,81377.0,DE,True
Schaukeln & Klettern,fitness,11.5077253,48.104586,24/7,,,A 95,München,,81377.0,DE,True
Dehnen,fitness,11.5079627,48.1048706,,,,A 95,München,,81377.0,DE,True
wellyou fitness,,9.0891538,54.188882,,,https://wellyou.eu/,Meldorfer Straße,Heide,58,25746.0,DE,True
Top Fit Arena,fitness;gymnastics,6.8315139,51.8405864,Mo-Fr 06:00-24:00; Sa 10:00-18:00; Su 10:00-18:00,,https://www.top-fit-arena.de/,Nordring,Borken,232,46325.0,DE,True
Clever fit,,9.2536807,48.4825772,Mo-Su 06:00-24:00,,https://www.clever-fit.com/de/fitnessstudio-in-der-naehe/eningen/,In der Raite,Eningen unter Achalm,20,72800.0,DE,True
Armzug,fitness,11.5837081,48.1074653,,,,Weißenseestraße,München,,81539.0,DE,True
Balancierstrecke,fitness,11.5833401,48.1071105,,,,Untersbergstraße,München,,81539.0,DE,True
Beinheber/Situps,fitness,11.5835991,48.1074828,,,,Untersbergstraße,München,,81539.0,DE,True
Dehnen,fitness,11.5835116,48.1071862,,,,Untersbergstraße,München,,81539.0,DE,True
Liegestützen,fitness,11.5837019,48.1075069,,,,Weißenseestraße,München,,81539.0,DE,True
Rückenstrecken Universal,fitness,11.5835945,48.107521,,,,Untersbergstraße,München,,81539.0,DE,True
Schwebende Plattform,fitness,11.583457,48.1072386,,,,Untersbergstraße,München,,81539.0,DE,True
Stützspringen,fitness,11.5835671,48.1072288,,,,Untersbergstraße,München,,81539.0,DE,True
Trampolin,fitness,11.5837622,48.1073131,,,,Weißenseestraße,München,,81539.0,DE,True
Mrs. Sporty,,9.987345,53.6853769,"Mo 09:00-15:00,16:00-20:00; Tu 09:00-14:00,16:00-19:00; We 09:00-13:00,16:00-20:00; Th 09:00-14:00,16:00-19:00; Fr 09:00-13:00,15:00-18:00; Sa 08:00-12:00",,,Europaallee,Norderstedt,,22850.0,DE,True
Lady Fitness,fitness,11.730239,51.8032982,Mo 08:30-20:30; Tu 08:45-20:30; We 09:00-20:30; Th 09:45-20:30; Fr 10:00-18:30,,http://www.lady-fitness-bbg.de/,Breite Straße,Bernburg (Saale),71,6406.0,DE,True
,fitness,6.7957395,51.0809482,,,,Holzweg,Dormagen,,41540.0,DE,True
Strömungskanal,fitness,11.5104413,48.53833,,,,Altenstadt,Pfaffenhofen an der Ilm,,85276.0,DE,True
Wellenbecken,fitness,11.5103423,48.5383368,,,,Altenstadt,Pfaffenhofen an der Ilm,,85276.0,DE,True
Nackenduschen,fitness,11.5102625,48.5382667,,,,Altenstadt,Pfaffenhofen an der Ilm,,85276.0,DE,True
Clever fit,multi,9.079699,49.9270264,"Mo-Fr 06:00-24:00, Sa,Su,PH 08:00-22:00",,,Aschaffenburger Straße,Großostheim,,63762.0,DE,True
Yoganesha Studio,yoga,7.8340373,51.7048887,,,https://www.yoganeshastudio.de/,Heessener Markt,Hamm,12,59073.0,DE,True
Spirit Joga,yoga,13.3236082,52.5088747,,+49 30 27908505,,Goethestraße,Berlin,2-3,10623.0,DE,True
Ofit,,9.2514776,48.7069819,,,,Siemensstraße,Scharnhausen,10,73760.0,DE,True
meck.Power,,11.5033082,53.3199795,,,,Garnisonsstraße,Ludwigslust,3,19288.0,DE,True
impuls - 'FitBleiben',,9.9754205,49.7554537,"Mo 07:00-22:00,Tu 08:30-22:00,We 08:30-22:00, Th 07:00-22:00,Fr 08:30-22:00,Sa-Su,PH 09:00-19:00 open ""Fitnesstudio"" || Mo-Fr 09:30-21:45 || Sa-Su,PH 10:00-18:45 open ""Sauna""",+49 931 3593438 0,,Winterhäuser Straße,Würzburg,95,97084.0,DE,True
Impuls Reha und Gesundheitszentrum GmbH,,9.9747638,49.75611,Mo-Th 08:00-20:00; Fr 08:00-18:00; Sa-Su 09:00-14:00,+49 931 35934380,https://www.impuls-wuerzburg.de,Winterhäuser Straße,Würzburg,95,97084.0,DE,True
,fitness,13.6403776,51.0149913,,,,Steilkurve,Freital,,1705.0,DE,True
FitX Hamburg-Steilshoop,,10.052494,53.6079919,24/7,,https://www.fitx.de/studio/hamburg-steilshoop,Schwarzer Weg,Hamburg,28,22309.0,DE,True
Bodystreet,,9.2121509,48.4960413,Mo-Fr 10:00-19:00; Sa 10:00-14:00,,https://www.bodystreet.com/de/standorte/deutschland/bodystreet-reutlingen-zentrum,Karlstraße,Reutlingen,22,72764.0,DE,True
Body Street,,12.1470179,48.544438,"Mo,We-Fr 08:00-20:00; Th 13:00-20:00; Sa 10:00-15:00",,https://www.bodystreet.com/standorte/deutschland/bodystreet-landshut-kennedyplatz/,Seligenthaler Straße,Landshut,24,84034.0,DE,True
wellyou fitness,fitness,7.1798847,53.364493,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00; PH 09:00-21:00",+49 4921 9295961,,Zweiter Polderweg,Emden,4,26723.0,DE,True
Pilatica Studios,pilates,8.5612391,52.0079596,,,https://www.pilatica.com,Otto-Brenner-Straße,Bielefeld,201,33604.0,DE,True
Clever fit,,8.6746211,49.9893833,"Mo-Fr 07:00-22:00; Sa,Su 09:00-21:00",,https://www.clever-fit.com/de-de/fitnessstudio-in-der-naehe/clever-fit-langen/,Bahnstraße,Langen,2,63225.0,DE,True
Yoga Wesseling,yoga,6.9837413,50.8228345,,,https://www.yoga-wesseling.de/Home.html,Bonner Straße,Wesseling,46a,50389.0,DE,True
Körperformen,fitness,9.767575,52.4003173,Mo-Fr 08:30-20:30; Sa 09:30-14:00,,http://www.körperformen.com,Günther-Wagner-Allee,Hannover,43,30177.0,DE,True
Qi Gong Tai Chi Schule Karlsruhe Bruchsal,qi_gong;tai_chi,8.4085144,49.0095137,,,http://www.tcqg.de,Kaiserstraße,Karlsruhe,34a,76133.0,DE,True
Sportomed Fitness & Prävention,,8.498599,49.4887779,,,http://www.sportomed.de/index.php,Im Pfeifferswörth,Mannheim,4-6,68167.0,DE,True
GORILLA GYM Hamburg,multi,9.9669329,53.556741,,+49 40 43190440,,Neuer Kamp,Hamburg,,20359.0,DE,True
Sportpark Cityclub,fitness,7.8676392,48.3370555,,+497821 327 52 94,,Alte Bahnhofstraße,Lahr/Schwarzwald,,77933.0,DE,True
Fitness Studio M,fitness,8.7696207,50.27834,"Mo-Fr 15:00-21:30; Sa 14:00-19:00; Su 10:00-13:00; Tu,Th 09:00-12:00",,http://www.fitness-studio-m.de/,Frankfurter Straße,Nieder-Wöllstadt,,61206.0,DE,True
Elbfitness,fitness,10.4031093,53.2759939,Mo-Fr 07:00-23:00; Sa-Su 09:00-19:00,,https://elbfitness.de/elbfitness-lueneburg/,B 4,Lüneburg,,21339.0,DE,True
WORKERS HALL Fitness,,6.9726781,51.6558891,,,,Gelsenkirchener Straße,Dorsten,37,46282.0,DE,True
EasyFitness,,8.7764079,50.8161719,"Mo-Fr 08:00-23:00; Sa,Su 09:00-21:00",,https://easyfitness.club/,Krummbogen,Marburg,,35039.0,DE,True
Aktiv Center,,8.6232789,52.4274373,,,,Eisenbahnstraße,Rahden,52,32369.0,DE,True
Körperformen,,9.1677227,48.8324399,,,,Unterländer Straße,Stuttgart,74,70435.0,DE,True
Yoga Entspannung & Gelassenheit,yoga,6.4569552,51.6592983,,,,Marsstraße,Xanten,75,46509.0,DE,True
SuperFit Potsdam-Babelsberg,fitness,13.1084135,52.3858785,24/7,+49 331 740 0456,,Großbeerenstraße,Potsdam,127-135,14482.0,DE,True
Superfit,fitness,13.5789766,52.4578111,24/7,,http://www.mysuperfit.com,Bahnhofstraße,Berlin,23-25,12555.0,DE,True
Superfit,fitness,13.4737156,52.5142755,24/7,,http://www.mysuperfit.com,Frankfurter Allee,Berlin,111,10247.0,DE,True
Superfit,fitness,13.2859281,52.5849505,24/7,,http://www.mysuperfit.com,Veitstraße,Berlin,,13507.0,DE,True
KUCK FITNESS,,6.3359575,50.6243216,,,https://kuck-fitness.de/,Kesternicher Straße,Simmerath,13,52152.0,DE,True
Clever Fit,,9.8523813,53.4729729,,,,Cuxhavener Straße,Hamburg,,21149.0,DE,True
Wing Tai Akademie,,10.1254639,54.3217275,,,,Kronshagener Weg,Kiel,,24103.0,DE,True
Ayris,,9.1591955,48.7707158,,,,Rotebühlstraße,Stuttgart,121,70178.0,DE,True
,,12.0867819,50.8800801,,,,Laasener Straße,Gera,22,7545.0,DE,True
easy sports Frauenfitness Reutlingen,,9.2172419,48.5039271,"Mo-Fr 08:30-13:00,15:00-21:30, Sa-Su 10:00-16:00, PH off",+49 7121 126 2502,,Am Heilbrunnen,Reutlingen,50,72766.0,DE,True
Fitstar,fitness,11.4591055,48.1498268,24/7,,,Kaflerstraße,München,12,81241.0,DE,True
VeniceBeach,fitness,8.3937887,49.0090927,Mo-Fr 07:00-23:00; Sa-Su 08:00-22:00; PH 10:00-18:00,+49 721 66994042,,Kaiserstraße,Karlsruhe,217,76133.0,DE,True
High5,fitness,9.9801711,49.815534,"Mo-Fr 08:00-24:00; Sa,Su,PH 10:00-22:00",+49 30 210035900,,Am Handelshof,Würzburg,2,97076.0,DE,True
Clever fit,,13.2941863,53.5540953,,,,Juri-Gagarin-Ring,Neubrandenburg,1,17036.0,DE,True
Lila Fitness 24h,fitness;running,12.7736945,50.5470606,24/7,,https://lila-fitness.de/,Straße der Einheit,Schwarzenberg/Erzgebirge,55,8340.0,DE,True
Fitness First,fitness,10.1098409,48.6794897,Mo-Fr 06:00-24:00; Sa-Su 09:00-21:00; PH 09:00-21:00,,https://www.fitnessfirst.de/clubs/heidenheim-steinheimer,Steinheimer Straße,Heidenheim an der Brenz,53,89518.0,DE,True
bodyfit 24,,11.3704698,53.6548159,24/7,,,Grevesmühlener Straße,Schwerin,30,19057.0,DE,True
FitX,,11.129609,49.4325968,24/7,,https://www.fitx.de/fitnessstudios/nuernberg-zabo,Regensburger Straße,Nürnberg,330,90480.0,DE,True
Clever fit,,11.130146,49.4325193,"Mo-Fr 06:00-24:00; Sa, Su, PH 09:00-21:00",,https://www.clever-fit.com/,Regensburger Straße,Nürnberg,336,90480.0,DE,True
Element Ost Studio für Yoga und Bewegungslehre,yoga,12.4026592,51.3486135,,,https://www.element-ost.yoga/,Schulze-Delitzsch-Straße,Leipzig,19,4315.0,DE,True
Kieser Training,fitness,9.2226997,48.5059365,,,https://www.kieser-training.de/studios/reutlingen/,In Laisen,Reutlingen,25-43,72766.0,DE,True
Family Fitness,fitness,9.1468993,49.9193804,,,,Niedernberger Straße,Sulzbach am Main,2,63834.0,DE,True
Fun and Move,,11.0423738,50.9757472,Mo-Th 07:00-21:00; Fr 08:00-20:00; Sa 09:00-14:00; Su 09:00-13:00,,https://fun-and-move.de,Thälmannstraße,Erfurt,1,99085.0,DE,True
FITSEVENELEVEN,,8.6496189,50.1914146,,,https://fitseveneleven.de/clubs/fitnessstudio-kalbach/,Heinrich-Lanz-Allee,Frankfurt am Main,,60437.0,DE,True
Prime Fitness Club Lorsch,fitness,8.5666422,49.6587996,"Mo-Fr 09:00-21:00, Sa-Su 09:00-16:00",,https://prime-fitness.club,Lindenstraße,Lorsch,12,64653.0,DE,True
Complex Sports Club,,9.1083102,49.0436442,"Mo-Fr 09:30-13:00, 15:00-22:00; Sa 13:00-18:00; Su 10:00-15:00",,http://www.deluxe-fitness.de,Daimlerstraße,Bönnigheim,8/1,74357.0,DE,True
Bodyfit,,12.3328424,51.1010448,"Mo-Fr 09:00-12:00,14:00-22:00; Sa,Su 10:00-14:00",+49 34492 41623,,Bachgasse,Lucka,10,4613.0,DE,True
Station 1,fitness,10.2414031,48.1328475,,,,Trimmdichpfad,Babenhausen,,87727.0,DE,True
Station 2,fitness,10.2405877,48.1321386,,,,B 300,Babenhausen,,87727.0,DE,True
Station 3,fitness,10.2404097,48.1313377,,,,B 300,Babenhausen,,87727.0,DE,True
Station 4,fitness,10.2400141,48.1306181,,,,B 300,Babenhausen,,87727.0,DE,True
Station 5,fitness,10.238905,48.1302618,,,,B 300,Babenhausen,,87727.0,DE,True
Station 6,fitness,10.2397298,48.1298385,,,,B 300,Babenhausen,,87727.0,DE,True
Sportstudio Jansen,,6.1577873,50.7843369,"Mo-Fr 16:00-21:00, Mo,We,Fr,Su 10:00-13:00",,http://www.vfg-aachen.de/,Nirmer Straße,Aachen,136,52080.0,DE,True
fitklusiv,,7.0073924,49.2502041,"Mo-Fr 07:00-23:00; Sa,Su 08:00-20:00; PH 08:00-16:00",,,Krämersweg,Saarbrücken,,66123.0,DE,True
Mrs. Sporty,,8.6669375,49.3478762,,,,Karlsruher Straße,Leimen,2,69181.0,DE,True
Fit/One,fitness,10.9911715,49.4720782,"Mo-Fr 06:00-24:00; Sa-Su 07:00-21:00; 2023 Dec 24,Dec 31 06:00-18:00; 2023 Dec 25-26,  2024 Jan 01 08:00-22:00",+49 911 97697423,https://www.fit-one.de/,Fürther Freiheit,Fürth,8-10,90762.0,DE,True
Clever fit,fitness,10.9892446,49.4705972,Mo-Fr 06:00-24:00; PH Sa-Su 09:00-22:00,+49 911 94057266,https://www.clever-fit.com/fitness-studios/clever-fit-fuerth/,Bahnhofplatz,Fürth,10,90762.0,DE,True
Joy Fitness,,9.8824053,53.3241363,,,,Lüneburger Straße,Buchholz in der Nordheide,6,21244.0,DE,True
Salvea Sports,,6.5649891,51.3364032,,,https://salvea.de/krefeld-ostwall/,Ostwall,Krefeld,,47798.0,DE,True
Fitclub 360,,8.6330089,50.5828379,,,,Gießener Straße,Heuchelheim,,35452.0,DE,True
Calisthenics-Park,fitness,6.9421168,51.3343583,,,https://calisthenics-parks.com/spots/653-de-ratingen-heiligenhaus-calisthenics-park,PanoramaRadweg Niederbergbahn,Heiligenhaus,,42579.0,DE,True
EmsLounge,,6.5816661,51.337589,Mo-Fr 10:00-20:00; Sa 10:00-15:00,,https://www.ems-lounge.de/,Roonstraße,Krefeld,1,47799.0,DE,True
Biggi Fitness,,6.5714686,51.3351555,,,https://www.biggi-kloempkes.de/,Uerdinger Straße,Krefeld,2-8,47799.0,DE,True
Active Woman Nürnberg,,11.0690682,49.4660751,Mo-Fr 09:00-20:00; Sa 09:00-13:00,,https://activewoman.club/,Bucher Straße,Nürnberg,103,90419.0,DE,True
,fitness,10.826899,49.9386432,,,,Rennweg,Oberhaid,,96173.0,DE,True
,fitness,10.8291772,49.945933,,,,Rennweg,Oberhaid,,96173.0,DE,True
,fitness,10.8278205,49.9462731,,,,Rennweg,Oberhaid,,96173.0,DE,True
Fit-up Sportcenter,,7.2345917,50.3189612,,,,Polcher Straße,Mayen,,56727.0,DE,True
Clever fit,gymnastics,12.0773116,47.848298,,,https://www.clever-fit.com/fitness-studios/clever-fit-kolbermoor/,Rosenheimer Straße,Kolbermoor,58,83059.0,DE,True
FitX,,7.4622436,51.3592098,24/7,,https://www.fitx.de/studio/hagen-mitte,Elberfelder Straße,Hagen,93,58095.0,DE,True
Fitness & Co.,,7.4617013,51.3609462,"Mo-Fr 10:00-20:00, Sa 10:00-14:00",,http://fitness-co.com/standorte/,Graf-von-Galen-Ring,Hagen,24,58095.0,DE,True
VITA,,7.4585862,53.2362109,Mo 07:30-22:00; Tu 09:00-22:00; We 07:30-22:00; Th 09:00-22:00; Fr 09:00-22:00; Sa 10:00-20:00; Su 10:00-20:00; PH 10:00-20:00,,http://www.gesund-mit-vita.de/,Augustenstraße,Leer (Ostfriesland),"35,37",26789.0,DE,True
Kneipp Wassertreten,fitness,10.273927,47.4566591,,,,Auf der Insel,Fischen im Allgäu,,87538.0,DE,True
(11) Stützeln,fitness,11.0325382,49.6092426,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(12) Flanken,fitness,11.0319644,49.6087141,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(13) Hürdenspringen,fitness,11.0318749,49.607864,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(14) Liegestütze,fitness,11.0322949,49.6069996,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(2) Balancieren Unterkriechen,fitness,11.0363349,49.606591,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(3) Hangelleiter,fitness,11.0373489,49.6074967,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(4) Klimmzüge,fitness,11.038569,49.6083353,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(6) Armgleichkreisen Rumpfbeugen und -strecken,fitness,11.0376308,49.6105317,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(8) Bockspringen,fitness,11.0355379,49.6109093,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
(9) Rumpfdrehbeugen,fitness,11.0348378,49.6110859,,,,Atzelsberger Steige,Erlangen,,91054.0,DE,True
Fit-Det,,6.5888941,49.7058382,Mo-Fr 7:30-22:00; Sa 10:00-18:00; Su 10:00-16:00,,https://www.fit-det.de/,Am Kirschberg,Konz,1,54329.0,DE,True
(1) Lockerungsübungen,fitness,11.0360693,49.6061042,,,,Spardorfer Straße,Erlangen,,91054.0,DE,True
Sportstudio Muskelkater,,10.0075462,52.0471011,,,,Ahnepaule,Bad Salzdetfurth,,31162.0,DE,True
go!ORANGE - Studio für EMS,,7.0620752,51.1512117,Mo-Fr 09:00-18:00,,,Bergerstraße,Solingen,17,42657.0,DE,True
4FCIRCLE Bewegungsparcours,fitness,11.5071852,48.1368891,,,,Valpichlerstraße,München,,80686.0,DE,True
Bodystreet,,11.0727598,49.4603782,"Mo-Fr 09:00-19:00, Sa 09:00-18:00",,https://www.bodystreet.com/de/standorte/deutschland/nuernberg/bodystreet-nuernberg-zentrum/,Bucher Straße,Nürnberg,20a,90408.0,DE,True
FITSEVENELEVEN,fitness,8.6820073,50.1140474,,,,Zeil,Frankfurt am Main,105,60313.0,DE,True
Mrs. Sporty,,6.8130444,50.9103352,"Mo 09:00-13:00,16:00-20:00; Tu,Th 08:00-13:00,16:00-19:00; We 09:00-14:00,16:00-20:00; Fr 09:00-14:00,16:00-19:00; Sa 10:00-13:00",+49 2234 9459585,,Rothkampstraße,Frechen,3,50226.0,DE,True
Fit T9,,13.6026618,52.5364805,Mo-Fr 08:00-24:00; Sa-Su 09:00-21:00,,http://fit-t9.de/studio-berlin-hellersdorf/,Janusz-Korczak-Straße,Berlin,4-8,12627.0,DE,True
,fitness,9.8012075,52.4133274,,,,Bothfelder Anger,Hannover,,30659.0,DE,True
Fitness-Park Waldkirch,,7.9411629,48.0845679,"Mo,We,Fr 08:00-22:00;Tu,Th 09:00-22:00;Sa,Su,PH 10:00-19:00",,https://www.fitness-park-waldkirch.de/,Mauermattenstraße,Waldkirch,26,79183.0,DE,True
Mrs. Sporty,,13.661609,52.5121719,"Mo-We 08:00-20:00; Th,Fr 08:00-19:00; Sa 08:00-12:00",,,Lindenallee,Hoppegarten,62 A,15366.0,DE,True
Mrs. Sporty,gymnastics,9.9962647,48.3926922,"Mo 09:00-13:00,15:00-19:00; Tu-Fr 09:00-13:00,16:00-19:00; Th 09:00-13:00,16:00-20:00; Sa 10:00-13:00",,https://www.mrssporty.de/,Schützenstraße,Neu-Ulm,46,89231.0,DE,True
BB 5 Fitness / Boxschule Blindert,boxing,6.8058351,50.6456702,24/7,+49 2251 8902573,https://www.boxschule-blindert.de/,Felix-Wankel-Straße,Euskirchen,29,53881.0,DE,True
body + soul,,11.5375006,48.1783154,"Mo-Fr 06:00-00:00; Sa,Su,PH 09:00-22:00",,https://www.bodyandsoul.de/standorte/muenchen-nord/das-center-im-ueberblick,Riesstraße,München,16,80992.0,DE,True
gym80,fitness,10.5527292,52.9670529,,,,Bahnhofstraße,Uelzen,2,29525.0,DE,True
Crossfit Grenzgänger,,13.3870103,52.52648,,,,Friedrichstraße,Berlin,,10117.0,DE,True
CrossFit,fitness,13.3672762,52.5308414,,,,Heidestraße,Berlin,48,10557.0,DE,True
Hauptstadt Crossfit,,13.3802487,52.5323394,,,,Chausseestraße,Berlin,,10115.0,DE,True
Crossfit gute Hoffnungshütte,,13.3872264,52.4888821,,,,Am Tempelhofer Berg,Berlin,,10965.0,DE,True
Fit by Fink,,9.4377134,51.1299819,,,,Hinter den Höfen,Gensungen,,34587.0,DE,True
McShape,fitness,10.1139623,48.4259995,,,,Am Schwarzen Graben,Leibi,,89278.0,DE,True
Rocket,,8.8321058,53.0710965,"""Nach Vereinbarung""",,,Vor dem Steintor,Bremen,190,28203.0,DE,True
McFit,,7.0061232,50.972138,Mo-Su 06:00-00:00,,https://www.mcfit.com/de/studios/studiosuche/studiodetails/studio/koeln-muelheim/,Clevischer Ring,Köln,121-123,51063.0,DE,True
Yogiladen.de,,7.0091028,51.440406,,,https://www.yogiladen.de/,Annastraße,Essen,37,45130.0,DE,True
Zeitinsel,,10.6556922,48.2897353,Mo-Su 06:00-23:00,+49 8236 5799924,,Hauptstraße,Fischach,2,86850.0,DE,True
Tim macht Sport,fitness,9.8016693,52.4092736,"Mo-Fr 08:00-22:00; Sa,Su 08:00-20:00",,,Adolf-Emmelmann-Straße,Hannover,7,30659.0,DE,True
Smart Gym,,11.780734,51.4793961,,,,Köchstedter Weg,Langenbogen,11a,6179.0,DE,True
,fitness,9.2430345,51.9549741,,,,Emmerauentunnel,Lügde,,32676.0,DE,True
Sportprinz Fitnessclub,fitness,7.8476046,48.3372075,,,,Mauerweg,Lahr/Schwarzwald,3,77933.0,DE,True
Yoga Zentrum Verl,yoga,8.5322324,51.8442097,,,https://www.yoga-zentrum-verl.de,Schulstraße,Verl,96,33415.0,DE,True
Franken Aktiv,fitness,11.0974366,49.4339328,"Mo,We,Fr 08:00-21:30; Tu,Th 09:00-20:30; Sa,Su 09:00-16:00; PH 09:00-15:00",,,Walkürenstraße,Nürnberg,,90461.0,DE,True
FitX,fitness,10.0163077,53.6233394,24/7,+49 40 50097671,,Röntgenstraße,Hamburg,28,22335.0,DE,True
Vital Aktivclub,,7.4309902,51.3966224,"Mo-Fr 09:00-13:00,15:00-21:30; Sa 14:00-18:00; Su 10:00-14:00",+49 2330 129916,,Zweibrücker Hof,Herdecke,,58313.0,DE,True
,fitness,6.8309171,51.1224935,,,,Nievenheimer Straße,Dormagen,,41541.0,DE,True
Fitness First,,13.7344209,51.041283,Mo-Fr 07:00-23:00; Sa-Su 09:00-21:00,,https://www.fitnessfirst.de/clubs/dresden-prager-spitze,Wiener Platz,Dresden,,1069.0,DE,True
Figurenzentrum Köpenick,,13.575983,52.454105,"""Termine nach telefonischer Vereinbarung""",,,Bahnhofstraße,Berlin,4,12555.0,DE,True
Station 1,fitness,14.5722304,51.5421155,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 10,fitness,14.5697528,51.5360042,,,,Kranichweg,Trebendorf,,2959.0,DE,True
Station 11,fitness,14.5688435,51.5370997,,,,Borstelweg,Neu-Mühlrose,,2959.0,DE,True
Station 12,fitness,14.5681372,51.5378897,,,,Borstelweg,Neu-Mühlrose,,2959.0,DE,True
Station 13,fitness,14.5674306,51.5383478,,,,Borstelweg,Neu-Mühlrose,,2959.0,DE,True
Station 14,fitness,14.5643494,51.5414197,,,,Borstelweg,Neu-Mühlrose,,2959.0,DE,True
Station 15,fitness,14.5624575,51.5431723,,,,Am See,Schleife,,2959.0,DE,True
Station 16,fitness,14.5605361,51.5447669,,,,Am See,Schleife,,2959.0,DE,True
Station 17,fitness,14.558946,51.5466671,,,,Am See,Schleife,,2959.0,DE,True
Station 18,fitness,14.5596155,51.5476207,,,,Friedensstraße,Neu-Mühlrose,,2959.0,DE,True
Station 19,fitness,14.5644554,51.5474318,,,,Friedensstraße,Neu-Mühlrose,,2959.0,DE,True
Station 2,fitness,14.5733721,51.5414278,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 20,fitness,14.5665602,51.5466496,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 3,fitness,14.5753133,51.5399373,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 4,fitness,14.5766382,51.5397265,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 5,fitness,14.5782168,51.5388948,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 6,fitness,14.5785274,51.5386853,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 7,fitness,14.5816705,51.5370534,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 8,fitness,14.5838789,51.5360318,,,,Dorfstraße,Halbendorf,,2953.0,DE,True
Station 9,fitness,14.5705633,51.5351437,,,,Kranichweg,Trebendorf,,2959.0,DE,True
Fitnexx Erding,,11.9104843,48.3071684,"Mo-Fr 07:00-23:00; Sa, Su, PH 08:00-20:00",,,Am Mühlgraben,Erding,,85435.0,DE,True
CITI-Frauen-Fitness,,13.5911324,52.5452832,,,,Alte Hellersdorfer Straße,Berlin,119,12629.0,DE,True
