@id,check_date:opening_hours,contact:city,contact:housenumber,contact:phone,contact:postcode,contact:street,leisure,name,official_name,opening_hours,ref:FR:SIRET,website,longitude,latitude,brand,brand:wikidata,contact:facebook,sport,access:covid19,addr:housenumber,addr:street,contact:instagram,contact:youtube,description,description:covid19,email,mobile,old_name,personal_trainer,sauna,start_date,wheelchair,website:booking,source,source:opening_hours,note,addr:city,addr:postcode,phone,sport_1,sport_2,contact:website,name:en,check_date,addr:country,internet_access,wikidata,addr:housename,operator,closed:name,closed:shop,fitness_station,name:ca,survey:date,access,brand:wikipedia,opening_hours:signed,addr:state,contact:email,postal_code,was:name,blind,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,branch,swimming_pool,contact:country,addr:place,entrance,operator:type,description:en,brand:website,furniture,note:fr,level,payment:american_express,payment:cash,payment:maestro,payment:mastercard,payment:visa,stroller,wheelchair:entrance_width,wheelchair:step_height,fee,disused:office,ref:FR:NAF,shop,name:fr,contact:fax,ref:FR:SIREN,ref,short_name,source:ref:FR:SIRET,dance:style,dance:teaching,url,was:craft,was:description,direction,information,tourism,disused:tourism,opening_hours:reception,was:shop,not:brand:wikidata,wikipedia,facebook,ref:FR:sport_equip,alt_name,dispensing,fixme,ref:FR:FINESS,height:threshold,disused:leisure,image,air_conditioning,payment:visa_electron,charge,min_age,playground,recycling:computers,source:addr,source:addr:housenumber:ref,source:addr:version,contact:twitter,operator:wikidata,capacity,surface,layer,manufacturer,panoramax,name:br,source:name:br,name:pl,female,amenity,delivery:covid19,organic,payment:apple_pay,payment:diners_club,payment:jcb,mapillary,disused:shop,contact:unit,currency:EUR,payment:debit_cards,hammam,network,ref:FR:CRTA,source:position,lit,opening_hours:covid19,fax,material,model,club,backrest,fitness_station:elliptical_trainer,fitness_station:sit-up,disused,toilets,toilets:access,capacity:covid19,safety:mask:covid19,was:clothes,yoga,smoking,location,ref:vatin,roof:shape,ref:FR:MontfortCommunaute:OC,opening_date,name:de,contact:tiktok,shower,payment:cheque,payment:coins,payment:notes,colour,height,length,width,payment:contactless,payment:credit_cards,payment:google_pay,male,contact:mobile,long_name,leisure:for,healthcare,contact:place,contact:foursquare,contact:linkedin,ele,healthcare:speciality,membership,max_age,wikimedia_commons,inscription,fitness_station:horizontal_bar,fitness_station:horizontal_ladder,baby,disused:fitness_station,operator:ref:FR:SIREN,source:url,parcel_pickup,parcel_receiving,children,cafe,beauty,addr:floor,twitter,minheight,reservation,bar,not:name,was:leisure,route,distance,fitness_station:fly,fitness_station:pull_down,fitness_station:ab_twist,fitness_station:leg_press,fitness_station:leg_stretching,fitness_station:ski_swing,fitness_station:stepper,fitness_station:push-up,outdoor,internet_access:fee,fitness_station:captains_chair,fitness_station:rings,fitness_station:tire,fitness_station:wall_bars,picture,addr:full,ref:FR:DataES,owner,owner:type,source:image,payment:app,payment:cards,payment:mastercard_contactless,payment:visa_debit,bench,strapline,mode,instagram,office,source:date,map_size,map_type,payment:cb,payment:paypal,ref:FR:sport_inst,indoor,outdoor_seating,image:2,opening_hours:url,addr:block,website:fr,community_centre,workshop,building,access_simple
node/8850910356,,,,,,,fitness_centre,easy gym,,,,,-0.5674956,44.8627691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8855356722,,,,,,,fitness_station,YC Form,,,,,-1.0185528,45.6272995,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8855356723,,,,,,,fitness_station,Julie Sport Sénior,,,,,-1.0291488,45.6284333,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8860096328,,Bayonne,85,+33 9 73 38 65 88,64100,Avenue de la Légion Tchèque,fitness_centre,Bodyhit,,"Mo-Fr 08:00-14:00, 16:00-20:30; Sa 09:00-14:00",,https://bodyhit.fr/,-1.4931348,43.4935105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8864139721,,,,,,,fitness_centre,,,,,,-2.0625596,48.5595953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8866146991,,,,,,,fitness_centre,Basic-Fit,,"Mo-Fr 06:00-22:30; Sa, Su 09:00-19:00",,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-bagneux-avenue-aristide-briand-f2379ae887c7483e85fceba86b57fbb7.html,2.3261163,48.8084595,Basic-Fit,Q40165577,,,,,Avenue Aristide Briand,,,,,,,,,,,limited,,,,,,92220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8870722994,,,,,,,fitness_centre,Fitness Park,,,,,166.4370751,-22.2684615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437861,,,,,,,fitness_station,,,,,,-1.3113763,46.9742654,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437862,,,,,,,fitness_station,,,,,,-1.3112448,46.974323,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437863,,,,,,,fitness_station,,,,,,-1.3111402,46.9743706,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437864,,,,,,,fitness_station,,,,,,-1.3109967,46.9743614,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437865,,,,,,,fitness_station,,,,,,-1.3108881,46.9743624,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretch_bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8874437866,,,,,,,fitness_station,,,,,,-1.3107459,46.9743377,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,captains_chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8881037560,,,,,,,fitness_centre,Sun Form,,,,https://sun-form.fr/salle-de-sport/lunion/,1.5035676,43.6409439,,,,,,18 bis,Rue d'Ariane,,,,,,,,,,,,,,,,L'Union,31240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8882871756,,,,,,,fitness_station,,,,,,2.3025719,48.9217196,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8882871764,,,,,,,fitness_station,,,24/7,,,2.3008552,48.9192177,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8887529762,,,,,,,fitness_centre,Gym Alpha,,Mo-Fr 09:00-21:00; Sa 09:00-12:00,,http://www.gym-alpha.fr,4.402421,45.4383292,,,,fitness,,32 bis,Rue de la Richelandière,,,,,,,,,,,,,,,,Saint-Étienne,42100,+33 4 77 32 95 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8888046286,,,268,,,Avenue de la Capelette,sports_centre,CrossFit Phocéa,,,,https://www.crossfitphocea-marseille.fr/,5.4123075,43.278127,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8888046290,,,268,,,Avenue de la Capelette,sports_centre,Planète Iron,,,,,5.4125851,43.2781094,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8889320852,,,,,,,fitness_centre,Fit Success,,,,,2.3529876,48.8643768,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8889689889,,,,,,,fitness_centre,Ekara,,,,,5.9465188,45.5724525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891032167,,,,,,,fitness_centre,Fitness Park,,06:00-23:00,,https://www.fitnesspark.fr/club/nimes-carre-sud,4.360104,43.8089166,Fitness Park,Q102351191,https://www.facebook.com/fitnessparknimescarresud,,,148,Rue Jean Lauret,https://www.instagram.com/fitnessparknimescarresud,,,,nimescarresud@fitnesspark.fr,,,,,,,,,,,Nîmes,30900,+33 4 66 23 45 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891032168,,,,,,,,FitnessBoutique,,"Mo-Fr 10:00-13:00,14:30-19:00; Sa 10:00-19:00",,https://nimes.fitnessboutique.fr,4.3594373,43.8095652,,,,fitness,,148,Rue Jean Lauret,,,,,,,,,,,,,,,,Nîmes,30900,+33 4 66 08 59 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892436633,,,,,,,fitness_station,,,,,,2.8327363,42.7193553,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854959,,,,,,,fitness_station,,,,,,1.3612705,43.4982292,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854960,,,,,,,fitness_station,,,,,,1.3613425,43.4981944,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854961,,,,,,,fitness_station,,,,,,1.3613444,43.4982574,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854962,,,,,,,fitness_station,,,,,,1.3611097,43.4980818,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854963,,,,,,,fitness_station,,,,,,1.3610839,43.4980376,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854964,,,,,,,fitness_station,,,,,,1.3608345,43.4979103,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854965,,,,,,,fitness_station,,,,,,1.3607513,43.4978741,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8892854966,,,,,,,fitness_station,,,,,,1.3608178,43.4978325,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8894388597,,,,,,,fitness_centre,Venus Fitness,,,,,4.1350919,48.3024391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8901221637,,,,,,,fitness_centre,Metabloks,,Mo-Fr 09:00-21:00;,,https://www.facebook.com/MetaBloks-370107703438210/,5.2324182,43.4654273,,,,fitness,,,"Route Nationale 113, Quartier de l'agneau",,,,,,,,,,,,,,,,Vitrolles,13127,+33 4 42 34 79 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8902919675,,,,,,,fitness_centre,Le 10 boulevard,,,,,1.4573851,43.6026525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8904841159,,,,,,,fitness_centre,Yoga,,,,,-1.4882679,43.4866769,,,,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8905008494,,,,,,,fitness_centre,Basic-Fit,,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,79823301104916,https://www.basic-fit.com/fr-fr/clubs/basic-fit-rochefort-sur-mer-zac-petite-grange-aec6ea6844294228bf1ad1fd1fde0cb8.html,-0.9774825,45.9602812,Basic-Fit,Q40165577,,,,,,,,,,,,,,,,,,INSEE - 2024-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9313Z,,,,798233011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8908271479,,,,,,,fitness_station,,,,,,2.4003463,49.3839982,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8908415933,,,,,,,fitness_centre,Keep Cool,,,,,5.4078204,43.5083701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
